graph_id,graph_label,node_id,degree,pagerank,node_label,node_attr_0,node_attr_1,node_attr_2,node_attr_3,node_attr_4,node_attr_5,node_attr_6,node_attr_7,node_attr_8,node_attr_9,node_attr_10,node_attr_11,node_attr_12,node_attr_13,node_attr_14,node_attr_15,node_attr_16,node_attr_17
178,5,15,2,0.016446,1,13.0,18.341309,38.94,0.95,1.767,111.0,4.0,7.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
178,5,16,3,0.022154,1,5.0,6.169633,17.47,-3.72,0.744,56.2,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0
178,5,17,6,0.043107,1,13.0,17.924882,44.32,-0.55,1.981,117.7,4.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,6.0,3.0
178,5,18,3,0.025619,1,18.0,24.832981,66.14,-3.06,3.053,162.5,5.0,8.0,5.0,8.0,6.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0
178,5,19,3,0.02612,1,6.0,8.593388,13.15,-1.67,0.582,50.4,4.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0
178,5,20,3,0.028183,1,5.0,5.899577,15.15,-1.36,0.664,45.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
178,5,21,1,0.011799,1,5.0,6.464306,16.73,2.94,0.751,40.9,1.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0
178,5,22,3,0.02759,2,6.0,16.582442,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
178,5,23,2,0.025,2,6.0,16.062054,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
178,5,24,2,0.025,2,4.0,10.330174,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
178,5,25,2,0.015862,2,4.0,9.535875,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
178,5,26,4,0.028495,2,6.0,16.422471,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
178,5,27,2,0.01719,2,5.0,12.96577,17.25,2.36,0.775,38.1,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0
178,5,28,4,0.032752,2,-5.0,11.477434,101.8,-1.02,4.612,312.9,18.0,13.0,6.0,9.0,16.0,12.0,13.0,14.0,10.0,16.0,15.0,6.0
178,5,29,4,0.033756,2,6.0,13.674249,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
178,5,30,3,0.027692,2,6.0,16.582442,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
178,5,31,2,0.019436,2,6.0,16.610926,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
178,5,32,2,0.025,2,6.0,15.925314,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
178,5,33,2,0.025,2,4.0,10.395206,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
178,5,34,2,0.015862,2,4.0,9.64388,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
178,5,35,3,0.022041,2,6.0,16.278964,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
178,5,36,2,0.01719,2,5.0,12.951938,17.25,2.36,0.775,38.1,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0
178,5,37,2,0.018817,2,-5.0,11.429201,101.8,-1.02,4.612,312.9,18.0,13.0,6.0,9.0,16.0,12.0,13.0,14.0,10.0,16.0,15.0,6.0
178,5,38,2,0.018813,2,6.0,13.735054,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
178,5,39,3,0.027692,2,6.0,16.610926,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
179,5,0,2,0.020306,1,13.0,17.970094,37.36,-0.15,1.694,109.4,5.0,6.0,2.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0
179,5,1,2,0.019752,1,7.0,9.908557,28.52,-0.46,1.317,63.5,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0
179,5,2,2,0.01727,1,7.0,10.058151,20.98,2.39,0.963,57.5,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
179,5,3,4,0.031955,1,5.0,5.924031,23.7,-0.59,1.103,49.6,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0
179,5,4,7,0.050848,1,13.0,18.390538,38.94,0.95,1.767,111.0,4.0,7.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
179,5,5,3,0.023217,1,5.0,6.201743,17.47,-3.72,0.744,56.2,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0
179,5,6,3,0.023662,1,13.0,17.931977,44.32,-0.55,1.981,117.7,4.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,6.0,3.0
179,5,7,3,0.024083,1,18.0,24.725008,66.14,-3.06,3.053,162.5,5.0,8.0,5.0,8.0,6.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0
179,5,8,4,0.030994,1,6.0,8.654077,13.15,-1.67,0.582,50.4,4.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0
179,5,9,3,0.02414,1,5.0,6.00566,15.15,-1.36,0.664,45.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
179,5,10,3,0.023948,1,5.0,6.351955,16.73,2.94,0.751,40.9,1.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0
179,5,11,2,0.019832,1,13.0,17.950956,37.36,-0.15,1.694,109.4,5.0,6.0,2.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0
179,5,12,3,0.028258,1,7.0,10.128845,28.52,-0.46,1.317,63.5,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0
179,5,13,4,0.033628,1,7.0,10.000361,20.98,2.39,0.963,57.5,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
179,5,14,6,0.046106,1,5.0,6.043078,23.7,-0.59,1.103,49.6,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0
179,5,15,2,0.01727,1,13.0,18.258036,38.94,0.95,1.767,111.0,4.0,7.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
179,5,16,3,0.023187,1,5.0,6.066796,17.47,-3.72,0.744,56.2,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0
179,5,17,6,0.044997,1,13.0,18.062306,44.32,-0.55,1.981,117.7,4.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,6.0,3.0
179,5,18,3,0.026108,1,18.0,24.934669,66.14,-3.06,3.053,162.5,5.0,8.0,5.0,8.0,6.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0
179,5,19,3,0.025117,1,6.0,8.680411,13.15,-1.67,0.582,50.4,4.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0
179,5,20,3,0.025248,1,5.0,5.83912,15.15,-1.36,0.664,45.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
179,5,21,2,0.017932,1,5.0,6.367405,16.73,2.94,0.751,40.9,1.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0
179,5,22,3,0.028342,2,6.0,16.55463,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
179,5,23,4,0.036719,2,6.0,16.009823,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
179,5,24,2,0.019836,2,4.0,10.299703,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
179,5,25,2,0.016658,2,4.0,9.604898,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
179,5,26,4,0.029787,2,6.0,16.398168,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
179,5,27,2,0.017741,2,5.0,13.013375,18.25,2.26,0.821,37.4,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0
179,5,28,4,0.03104,2,3.0,6.417187,14.13,3.2,0.663,20.9,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0
179,5,29,5,0.038692,2,6.0,13.717287,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
179,5,30,2,0.019836,2,6.0,16.588474,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
179,5,31,4,0.036719,2,6.0,15.965676,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
179,5,32,2,0.019836,2,4.0,10.405313,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
179,5,33,2,0.016658,2,4.0,9.607113,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
179,5,34,3,0.023077,2,6.0,16.387543,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
179,5,35,2,0.017741,2,5.0,12.914776,18.25,2.26,0.821,37.4,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0
179,5,36,2,0.017347,2,3.0,6.383445,14.13,3.2,0.663,20.9,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0
179,5,37,4,0.032114,2,6.0,13.753911,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
180,5,0,2,0.014414,1,13.0,17.941778,37.36,-0.15,1.694,109.4,5.0,6.0,2.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0
180,5,1,4,0.025355,1,7.0,9.971284,28.52,-0.46,1.317,63.5,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0
180,5,2,4,0.02334,1,7.0,10.087543,20.98,2.39,0.963,57.5,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
180,5,3,5,0.028151,1,5.0,5.901253,23.7,-0.59,1.103,49.6,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0
180,5,4,7,0.038059,1,13.0,18.220734,38.94,0.95,1.767,111.0,4.0,7.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
180,5,5,4,0.023475,1,5.0,6.202223,17.47,-3.72,0.744,56.2,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0
180,5,6,4,0.024092,1,13.0,17.858519,44.32,-0.55,1.981,117.7,4.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,6.0,3.0
180,5,7,4,0.024421,1,18.0,24.731154,66.14,-3.06,3.053,162.5,5.0,8.0,5.0,8.0,6.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0
180,5,8,4,0.024475,1,6.0,8.803194,13.15,-1.67,0.582,50.4,4.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0
180,5,9,5,0.029703,1,5.0,5.969069,15.15,-1.36,0.664,45.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
180,5,10,3,0.01907,1,5.0,6.365425,16.73,2.94,0.751,40.9,1.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0
180,5,11,4,0.026391,1,13.0,17.7711,37.36,-0.15,1.694,109.4,5.0,6.0,2.0,3.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0
180,5,12,5,0.030836,1,7.0,10.003633,28.52,-0.46,1.317,63.5,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0
180,5,13,6,0.034185,1,7.0,10.115075,20.98,2.39,0.963,57.5,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
180,5,14,6,0.033213,1,5.0,5.935883,23.7,-0.59,1.103,49.6,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,3.0
180,5,15,3,0.018305,1,13.0,18.389263,38.94,0.95,1.767,111.0,4.0,7.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
180,5,16,3,0.01878,1,5.0,6.161797,17.47,-3.72,0.744,56.2,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0
180,5,17,6,0.035475,1,13.0,17.986346,44.32,-0.55,1.981,117.7,4.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,6.0,3.0
180,5,18,3,0.020595,1,18.0,24.801559,66.14,-3.06,3.053,162.5,5.0,8.0,5.0,8.0,6.0,4.0,4.0,5.0,9.0,4.0,9.0,5.0
180,5,19,4,0.02534,1,6.0,8.589393,13.15,-1.67,0.582,50.4,4.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0
180,5,20,5,0.031089,1,5.0,5.938625,15.15,-1.36,0.664,45.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
180,5,21,2,0.014488,1,5.0,6.465926,16.73,2.94,0.751,40.9,1.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0
180,5,22,4,0.027258,2,6.0,16.492186,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
180,5,23,4,0.025478,2,6.0,16.155073,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
180,5,24,4,0.024847,2,4.0,10.25003,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
180,5,25,4,0.022805,2,4.0,9.70041,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
180,5,26,5,0.028859,2,6.0,16.451647,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
180,5,27,4,0.025059,2,5.0,12.949422,18.25,2.26,0.821,37.4,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0
180,5,28,5,0.029875,2,-5.0,11.423346,101.8,-1.02,4.612,312.9,18.0,13.0,6.0,9.0,16.0,12.0,13.0,14.0,10.0,16.0,15.0,6.0
180,5,29,5,0.029881,2,6.0,13.497377,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
180,5,30,3,0.022048,2,6.0,16.492186,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
180,5,31,3,0.021854,2,6.0,16.546951,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
180,5,32,4,0.025107,2,6.0,16.048992,13.21,1.11,0.605,46.7,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
180,5,33,4,0.024575,2,4.0,10.341558,8.95,0.07,0.412,32.6,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
180,5,34,3,0.017898,2,4.0,9.635695,11.0,3.28,0.512,25.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0
180,5,35,4,0.023923,2,6.0,16.338482,14.43,4.74,0.686,38.9,3.0,3.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0
180,5,36,2,0.014719,2,5.0,12.939695,18.25,2.26,0.821,37.4,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0
180,5,37,4,0.02493,2,-5.0,11.366548,101.8,-1.02,4.612,312.9,18.0,13.0,6.0,9.0,16.0,12.0,13.0,14.0,10.0,16.0,15.0,6.0
180,5,38,4,0.025588,2,6.0,13.611311,15.67,0.98,0.721,47.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0
180,5,39,3,0.022048,2,6.0,16.546951,19.92,1.82,0.973,46.1,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
181,5,0,2,0.013924,1,13.0,19.096594,42.69,-2.1,1.914,114.8,4.0,7.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
181,5,1,4,0.024179,1,10.0,15.126562,40.67,0.29,1.869,90.4,3.0,2.0,5.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0
181,5,2,4,0.022298,1,6.0,8.689766,17.33,-0.74,0.753,58.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
181,5,3,5,0.027279,1,5.0,5.815059,26.7,-1.04,1.242,49.8,0.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0
181,5,4,6,0.03294,1,14.0,20.17969,49.29,-5.01,2.175,138.8,4.0,7.0,3.0,9.0,2.0,3.0,3.0,2.0,9.0,4.0,7.0,3.0
181,5,5,3,0.019838,1,5.0,5.9908,21.64,-2.66,0.959,50.5,0.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0
181,5,6,4,0.02515,1,10.0,14.000667,36.47,1.28,1.637,84.8,2.0,6.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,6.0,2.0
181,5,7,4,0.025069,1,3.0,5.44817,9.78,1.23,0.431,23.8,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
181,5,8,4,0.024111,1,18.0,25.911902,67.66,-0.73,3.068,165.2,4.0,9.0,5.0,9.0,4.0,5.0,5.0,3.0,10.0,3.0,10.0,5.0
181,5,9,3,0.018068,1,6.0,8.963488,20.4,-4.5,0.91,64.3,1.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,1.0
181,5,10,6,0.03317,1,6.0,8.704328,17.58,0.68,0.804,44.5,3.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0
181,5,11,4,0.023649,1,4.0,5.681397,9.55,-0.58,0.428,33.8,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
181,5,12,3,0.018322,1,10.0,16.678471,32.42,1.59,1.447,84.6,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0
181,5,13,4,0.023676,1,13.0,19.358929,42.69,-2.1,1.914,114.8,4.0,7.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,2.0
181,5,14,4,0.02443,1,10.0,14.937195,40.67,0.29,1.869,90.4,3.0,2.0,5.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0
181,5,15,4,0.022657,1,6.0,8.791096,17.33,-0.74,0.753,58.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
181,5,16,5,0.027299,1,6.0,8.441256,33.17,0.07,1.54,56.0,0.0,1.0,5.0,4.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0
181,5,17,5,0.028034,1,14.0,20.285102,49.29,-5.01,2.175,138.8,4.0,7.0,3.0,9.0,2.0,3.0,3.0,2.0,9.0,4.0,7.0,3.0
181,5,18,3,0.018306,1,5.0,6.085642,21.64,-2.66,0.959,50.5,0.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0
181,5,19,5,0.028666,1,10.0,14.284199,36.47,1.28,1.637,84.8,2.0,6.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,6.0,2.0
181,5,20,5,0.028737,1,3.0,5.391992,13.08,2.87,0.641,18.4,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0
181,5,21,3,0.018339,1,19.0,26.745999,70.09,0.04,3.196,170.7,5.0,9.0,5.0,9.0,4.0,6.0,6.0,3.0,10.0,3.0,11.0,5.0
181,5,22,4,0.023138,1,6.0,8.76747,20.4,-4.5,0.91,64.3,1.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,1.0
181,5,23,5,0.028126,1,5.0,6.144012,13.63,1.78,0.624,34.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0
181,5,24,4,0.023614,1,4.0,5.530247,9.55,-0.58,0.428,33.8,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
181,5,25,3,0.018419,1,8.0,12.754875,29.82,2.54,1.339,67.3,2.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0
181,5,26,4,0.022652,2,4.0,9.455239,12.89,2.82,0.616,25.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0
181,5,27,3,0.01826,2,5.0,12.790485,13.84,1.75,0.656,38.9,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
181,5,28,5,0.028523,2,6.0,16.370413,20.39,3.61,0.946,43.9,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0
181,5,29,6,0.032565,2,4.0,10.785103,8.2,-0.73,0.356,32.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0
181,5,30,4,0.022284,2,4.0,9.800374,17.47,5.86,0.81,22.5,0.0,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0
181,5,31,3,0.019297,2,6.0,16.809872,20.09,3.99,0.963,41.9,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0
181,5,32,3,0.019094,2,5.0,13.365422,20.47,6.32,0.95,28.1,0.0,4.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0
181,5,33,5,0.02755,2,4.0,9.491086,12.89,2.82,0.616,25.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0
181,5,34,4,0.023529,2,6.0,16.374825,20.31,2.86,0.954,45.1,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0
181,5,35,6,0.033646,2,7.0,19.70206,24.39,4.75,1.132,48.8,2.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0
181,5,36,4,0.023212,2,4.0,10.845278,8.2,-0.73,0.356,32.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0
181,5,37,4,0.022357,2,4.0,9.798893,17.47,5.86,0.81,22.5,0.0,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0
181,5,38,4,0.023594,2,6.0,16.779944,20.09,3.99,0.963,41.9,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0
181,5,39,5,0.029297,2,5.0,13.378411,20.47,6.32,0.95,28.1,0.0,4.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0
181,5,40,6,0.032702,2,3.0,6.963073,14.47,4.06,0.67,16.3,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0
182,5,0,2,0.012694,1,15.0,20.871238,51.93,-2.19,2.321,136.1,4.0,8.0,3.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,8.0,3.0
182,5,1,5,0.027078,1,9.0,12.131659,31.22,2.26,1.398,70.5,3.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0
182,5,2,5,0.024599,1,9.0,12.497905,25.28,-0.3,1.121,81.9,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0
182,5,3,5,0.024331,1,8.0,10.030608,36.26,-1.2,1.675,73.5,2.0,1.0,5.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0
182,5,4,5,0.024488,1,16.0,22.833458,51.2,0.04,2.339,139.6,7.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,4.0,5.0
182,5,5,4,0.020392,1,8.0,10.761851,26.87,-3.15,1.191,80.5,2.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0
182,5,6,5,0.025339,1,17.0,24.544674,59.52,0.03,2.654,148.8,3.0,12.0,2.0,8.0,2.0,7.0,7.0,2.0,8.0,3.0,12.0,2.0
182,5,7,4,0.021346,1,20.0,27.250013,64.43,-0.82,2.927,177.4,9.0,6.0,5.0,7.0,8.0,5.0,5.0,7.0,8.0,8.0,7.0,5.0
182,5,8,5,0.027035,1,8.0,10.469765,25.06,-2.8,1.106,77.4,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0
182,5,9,6,0.031848,1,9.0,13.132875,24.59,-2.26,1.104,81.9,5.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0
182,5,10,4,0.022355,1,6.0,9.805724,14.09,-1.11,0.644,50.5,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0
182,5,11,3,0.017437,1,8.0,11.155927,30.35,2.9,1.394,65.8,2.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0
